userid,followers,friends,statuses,favourites,activity,influence,protected,verified,category
1112334438,23169,123,2458,365,84.7189,82.7299,0,0,Technology
11131112,3146,198,1356,132,71.5581,66.2392,0,0,Technology
11132462,121698,71,64853,585,87.3578,63.6137,0,1,Technology
111340111,2353,2682,4511,1310,74.6301,62.6257,0,0,Technology
1113698070,14728,1,2539,43,73.7025,63.5222,0,0,Technology
11140282,1766,2051,2503,578,72.9191,64.0696,0,0,Technology
11140312,1489,1158,8047,14664,72.9351,67.7295,0,0,Technology
111407412,6326,216,1966,2,76.2042,66.7509,0,0,Technology
11144062,2397,2059,4505,2727,74.0488,67.7801,0,0,Technology
11148342,105692,63531,19801,3632,91.9792,86.8676,0,0,Technology
1115164789,850,585,646,149,62.5795,53.4994,0,0,Technology
111519701,456740,260,3504,1910,101.274,99.4347,0,1,Technology
1115832847,1041,142,4576,2758,68.7616,66.4952,0,0,Technology
111639739,5706,5542,636,1416,72.1621,63.3875,0,0,Technology
111645779,389438,1724,29479,41433,98.4295,71.0315,0,1,Technology
111653584,685,214,1858,3,66.4735,56.2013,0,0,Technology
1116699248,1035,272,889,9982,63.8055,52.355,0,1,Technology
1116721,18461,724,1097,0,80.4788,66.5765,0,0,Technology
11167502,483988,364,8291,1795,101.358,91.1117,0,1,Technology
1117380637,34902,10811,1977,61690,82.7414,68.1787,0,0,Technology
11175192,652,1604,6656,18,66.9062,56.6265,0,0,Technology
1117973221,1898,3411,13826,1946,71.3214,60.3813,0,0,Technology
111805110,7968,28,754,21,74.1892,76.9896,0,0,Technology
1118102820,2739,3716,1186,683,71.5955,63.8846,0,0,Technology
1118451,210274,2097,31704,3279,97.9555,95.0912,0,1,Technology
111859266,426255,6250,42418,258,97.8043,71.1803,0,1,Technology
1118765467,7005,6651,6944,685,75.643,58.1798,0,0,Technology
1119353088,804,1631,890,59,62.3513,49.8977,0,0,Technology
1120244738,5318,212,874,1236,73.2434,66.6181,0,1,Technology
1120641565,931,752,4393,497,70.5295,64.8392,0,0,Technology
1121037691,7435,822,11698,1559,80.2386,74.2243,0,0,Technology
1121873834,5901,6416,3650,2849,78.5369,56.8667,0,0,Technology
112195724,6381,6005,24092,498,78.872,62.2581,0,0,Technology
112236047,765834,104,18289,42,100.855,88.8407,0,1,Technology
112237162,104141,26,8973,5,88.8995,74.9162,0,1,Technology
112242274,299036,111,35053,2064,99.3312,79.342,0,1,Technology
112243365,674474,124,39242,230,103.626,86.5336,0,1,Technology
112259237,5370,6616,48440,10,67.1818,32.8444,0,0,Technology
11228282,670,904,2715,1680,68.2338,62.0516,0,0,Technology
1122906733,45901,19552,4286,2209,90.6368,83.6516,0,0,Technology
1123101030,2688,1763,1814,1045,71.7671,58.0938,0,0,Technology
112466913,623,690,77168,948,56.4391,34.6116,0,0,Technology
1124772746,3922,1322,2599,2515,74.9671,72.8985,0,0,Technology
112511880,1026203,110,3770,800,106.193,117.247,0,1,Technology
112528880,7176,577,1500,23,76.1504,61.8842,0,0,Technology
1126476188,29644,790,10709,4635,88.2042,78.433,0,0,Technology
112671889,17367,304,1029,108,79.346,63.7131,0,0,Technology
112759301,155422,190,8660,494,90.0844,75.9481,0,0,Technology
11281452,2093,2403,17468,5727,75.0816,66.866,0,0,Technology
112814782,1993,246,1540,300,71.3153,59.5729,0,0,Technology
1128343615,5011,9,1021,18,69.2221,57.2891,0,0,Technology
112880396,21473,4432,13608,10836,86.5412,75.0241,0,0,Technology
11288482,699,805,6368,20478,65.8556,59.9983,0,0,Technology
1128889441,2060,1895,926,33,67.6132,55.6031,0,0,Technology
112889546,22709,435,2051,392,84.6738,76.3116,0,0,Technology
112955194,1649,870,3124,112,72.4264,55.1192,0,0,Technology
11296,952,309,3555,388,65.2351,50.8733,0,0,Technology
1129882992,100152,1944,22254,35710,91.1958,85.9091,0,1,Technology
11298972,1801,2351,136215,435,69.0212,51.734,0,0,Technology
1129946245,3636,2748,14642,5314,76.2993,70.851,0,0,Technology
113022733,14722,8118,49156,13477,84.6737,70.4112,0,1,Technology
11310612,2217,2332,4475,101,66.3143,41.2166,0,0,Technology
113130223,919,658,962,66,63.83,57.0821,0,0,Technology
113152302,1635,1793,15529,192,68.5585,41.6529,0,0,Technology
1131629354,2989,665,1875,819,73.6799,59.9882,0,0,Technology
113167548,1416,1329,5526,7762,73.0461,66.9884,0,0,Technology
1132010306,11967,755,6990,2430,81.3422,83.2154,0,0,Technology
113211856,173599,293,17993,5919,96.308,92.6836,0,1,Technology
113294329,1506,290,18761,2241,72.3275,71.2737,0,0,Technology
113419064,52199,0,2020,220,89.0006,85.9122,0,0,Technology
